id,palabra,tiempo_tdl,tiempo_naming,edad_de_adquisicion_m,categoria_palabra
1665,"miope",595,514.85,4.80,1
1666,"mirar",500,477.30,2.24,2
1667,"misa",511,488.29,3.28,1
1668,"misión",512,498.10,4.15,1
1669,"misterio",549,531.76,4.08,1
1670,"mitad",545,505.11,2.96,1
1671,"mito",533,496.80,4.67,1
1672,"mitología",577,538.84,5.72,1
1673,"mobiliario",584,541.73,4.96,1
1674,"modalidad",601,551.35,5.34,1
1675,"modelo",518,491.98,3.80,1
1676,"modestia",554,521.90,4.86,1
1677,"modificar",583,540.31,4.64,1
1678,"modo",506,489.33,3.76,1
1679,"mole",560,497.64,5.31,1
1680,"molestar",509,504.96,2.88,2
1681,"molestia",505,522.28,4.32,1
1682,"molino",563,515.30,2.67,1
1683,"momia",576,524.94,3.29,1
1684,"monasterio",556,540.29,4.32,1
1685,"moneda",505,513.87,2.29,1
1686,"monje",513,484.82,3.74,1
1687,"mono",490,480.46,1.83,3
1688,"monólogo",568,530.34,5.20,1
1689,"monopolio",578,562.73,6.09,1
1690,"monotonía",574,550.04,6.16,1
1691,"monstruo",535,531.38,2.16,1
1692,"montar",492,499.83,2.72,2
1693,"monte",512,484.67,2.80,1
1694,"moño",565,497.69,2.96,1
1695,"moqueta",560,506.47,4.28,1
1696,"mora",526,495.04,3.00,1
1697,"moral",523,489.26,5.06,1
1698,"morder",501,495.29,2.44,1
1699,"moribundo",630,552.62,4.96,1
1700,"morir",492,474.63,2.68,1
1701,"moro",502,499.31,4.08,3
1702,"morro",517,499.58,2.76,1
1703,"mortal",512,511.53,3.60,1
1704,"mosca",521,476.20,1.67,1
1705,"mote",608,488.25,4.12,1
1706,"moto",508,491.65,2.22,1
1707,"motor",517,484.33,3.58,1
1708,"mover",512,489.81,2.80,1
1709,"móvil",484,495.10,4.36,1
1710,"movilidad",570,541.17,5.36,1
1711,"mozo",490,477.18,3.56,3
1712,"muchacho",527,538.77,2.69,1
1713,"mudar",515,512.45,4.40,1
1714,"mudo",518,501.63,2.84,3
1715,"mueble",515,496.49,3.28,1
1716,"mueca",554,503.84,4.12,1
1717,"muelle",513,508.51,3.90,1
1718,"muerte",504,488.34,3.20,1
1719,"mujer",499,502.76,2.04,1
1720,"mula",598,506.65,2.48,1
1721,"mulo",526,482.56,4.08,1
1722,"multitud",556,544.24,4.52,1
1723,"mundo",504,493.17,2.68,1
1724,"municipio",552,549.65,4.68,1
1725,"muñeca",485,511.54,1.33,1
1726,"muñeco",510,494.55,1.81,1
1727,"murciélago",581,551.21,2.96,1
1728,"murmullo",621,541.76,3.80,1
1729,"murmurar",595,540.35,4.52,2
1730,"muro",532,500.73,2.79,1
1731,"museo",506,487.75,4.28,1
1732,"musgo",539,482.49,3.32,1
1733,"música",479,486.62,2.16,1
1734,"músico",503,484.12,2.74,1
1735,"muslo",504,488.94,3.16,1
1736,"mutua",585,494.31,5.88,1
1737,"nacer",507,498.69,2.28,1
1738,"nación",565,510.71,4.92,1
1739,"nadar",501,506.71,2.60,2
1740,"nariz",491,493.71,1.84,1
1741,"narrar",545,516.44,3.60,1
1742,"nata",532,475.46,2.80,1
1743,"nativo",657,514.84,4.96,3
1744,"naufragio",603,572.71,5.08,1
1745,"náusea",613,568.77,5.00,1
1746,"navaja",538,526.67,3.62,1
1747,"nave",532,488.49,4.00,1
1748,"navegar",532,523.64,3.32,1
1749,"navidad",502,499.06,2.04,1
1750,"navío",614,518.72,4.96,1
1751,"necesidad",560,522.33,3.75,1
1752,"necesitar",541,509.12,2.32,2
1753,"negar",536,497.02,3.80,1
1754,"negociar",559,538.21,4.60,2
1755,"negro",498,496.76,2.08,3
1756,"nena",532,513.58,1.56,1
1757,"nene",577,504.71,1.28,1
1758,"neón",599,510.42,6.40,1
1759,"nervio",533,501.07,4.26,1
1760,"nevera",509,494.90,2.44,1
1761,"nexo",567,496.37,5.28,1
1762,"nido",562,493.15,2.58,1
1763,"niebla",511,494.30,3.96,1
1764,"nieto",545,511.06,3.04,1
1765,"nieve",498,482.93,2.42,1
1766,"niño",510,488.57,1.44,1
1767,"nivel",491,499.36,3.43,1
1768,"noble",492,512.06,4.68,1
1769,"noche",510,485.48,2.16,1
1770,"noción",548,492.17,5.45,1
1771,"nocturno",566,527.92,3.84,1
1772,"nogal",564,506.75,4.42,1
1773,"nombre",500,499.94,1.92,1
1774,"nómina",581,536.15,6.23,1
1775,"norma",528,497.63,3.36,1
1776,"normativa",604,556.79,5.26,1
1777,"norte",481,492.12,3.92,1
1778,"nostalgia",579,538.69,5.69,1
1779,"nota",495,478.43,3.79,1
1780,"notar",540,500.61,3.24,2
1781,"novela",498,486.83,4.96,1
1782,"novia",503,490.52,2.60,1
1783,"noviembre",545,520.79,2.40,1
1784,"novio",489,482.60,2.85,1
1785,"nube",524,513.83,1.46,1
1786,"nuca",550,499.12,3.41,1
1787,"núcleo",538,505.89,5.32,1
1788,"nudo",554,499.00,2.86,1
1789,"nuera",593,536.75,5.24,1
1790,"nuez",567,509.71,2.60,1
1791,"número",507,507.19,2.48,1
1792,"obedecer",594,535.88,2.96,2
1793,"obispo",566,518.23,4.84,1
1794,"objeción",582,521.55,5.74,1
1795,"objeto",498,486.89,3.12,1
1796,"obra",504,493.83,4.20,1
1797,"obrar",537,490.13,4.52,1
1798,"obrero",536,496.50,3.64,1
1799,"observar",519,503.49,3.40,1
1800,"obsesión",556,540.83,5.16,1
1801,"obstáculo",562,539.45,4.23,1
1802,"occidente",566,543.45,5.32,1
1803,"océano",535,526.44,3.88,1
1804,"ocio",518,497.63,4.68,1
1805,"ocultar",472,509.04,3.80,1
1806,"ocupar",487,517.38,3.24,1
1807,"odiar",537,501.28,3.24,2
1808,"odio",540,483.21,4.68,1
1809,"odisea",583,501.72,5.40,1
1810,"oeste",589,500.42,3.60,1
1811,"oficio",516,503.70,4.44,1
1812,"ofrecer",549,503.22,3.56,2
1813,"oído",516,514.80,2.64,1
1814,"oír",515,471.94,2.08,2
1815,"ojo",467,456.04,1.43,1
1816,"ola",506,471.33,1.90,1
1817,"oleaje",609,493.94,3.60,1
1818,"óleo",568,510.10,5.76,1
1819,"oler",526,485.98,2.40,1
1820,"olfato",560,487.06,3.52,1
1821,"olivo",539,497.81,4.40,1
1822,"olla",569,509.69,2.95,1
1823,"olor",494,478.21,2.44,1
1824,"ombligo",529,529.25,2.48,1
1825,"onda",529,476.86,4.92,1
1826,"opción",511,484.78,3.68,1
1827,"ópera",504,499.88,4.58,1
1828,"operar",493,482.67,3.80,2
1829,"opinar",516,478.81,4.24,1
1830,"opinión",507,508.42,3.85,1
1831,"opio",579,491.92,6.34,1
1832,"oponer",546,485.46,4.60,1
1833,"optar",570,500.92,5.28,1
1834,"óptica",520,492.57,4.88,1
1835,"óptico",515,485.80,4.88,3
1836,"órbita",596,489.69,5.28,1
1837,"orden",509,501.89,3.23,1
1838,"ordenador",541,524.27,4.33,1
1839,"ordenar",503,492.02,2.92,2
1840,"oreja",495,480.40,1.49,1
1841,"organismo",555,532.92,5.12,1
1842,"organizar",543,502.50,4.20,1
1843,"órgano",496,511.93,3.64,1
1844,"orgía",542,514.19,6.80,1
1845,"oriental",541,508.94,4.68,1
1846,"oriente",509,514.70,5.00,1
1847,"origen",519,485.43,4.32,1
1848,"orilla",534,491.98,3.36,1
1849,"orinar",563,482.10,3.64,1
1850,"oro",509,465.81,3.52,1
1851,"orquesta",539,502.17,3.85,1
1852,"oscilar",587,525.60,5.40,1
1853,"oscuridad",522,527.52,2.64,1
1854,"oso",474,478.62,1.92,1
1855,"otoño",522,498.64,2.50,1
1856,"oveja",467,471.51,2.12,1
1857,"ozono",641,520.80,4.83,1
1858,"pabellón",557,527.02,4.40,1
1859,"pacifismo",615,565.63,5.56,1
1860,"pactar",545,504.40,5.08,1
1861,"pacto",508,485.87,4.74,1
1862,"padre",508,478.56,1.38,1
1863,"paella",533,507.70,3.16,1
1864,"pagar",507,488.10,2.96,2
1865,"página",480,503.08,3.00,1
1866,"país",501,475.82,3.04,1
1867,"paisano",588,541.48,3.72,1
1868,"paja",520,505.33,2.92,1
1869,"pajar",548,495.94,4.27,1
1870,"palabra",517,493.98,2.28,1
1871,"palacio",498,500.00,2.46,1
1872,"paladar",617,531.98,3.64,1
1873,"paliza",540,507.90,4.36,1
1874,"palma",501,509.21,3.26,1
1875,"palmo",566,510.74,5.00,1
1876,"palo",509,477.11,2.06,1
1877,"paloma",493,497.04,1.81,1
1878,"palpar",557,488.10,3.44,1
1879,"pan",491,470.81,1.50,1
1880,"pana",575,503.42,4.04,1
1881,"pánico",554,511.67,5.36,1
1882,"panorama",592,535.58,5.28,1
1883,"pantalla",486,504.36,2.88,1
1884,"pantalón",517,512.47,1.97,1
1885,"pantera",517,508.25,2.92,1
1886,"panza",524,501.25,3.72,1
1887,"paño",561,489.80,3.23,1
1888,"papa",498,510.94,2.12,1
1889,"papá",484,481.88,1.44,1
1890,"papel",485,472.31,2.09,1
1891,"paquete",534,486.04,2.64,1
1892,"par",497,498.25,3.52,1
1893,"parábola",522,545.00,5.50,1
1894,"paradigma",630,559.98,6.60,1
1895,"paradoja",573,526.63,6.21,1
1896,"paralelo",571,507.21,4.60,1
1897,"parálisis",574,542.63,5.64,1
1898,"parar",506,491.20,2.48,2
1899,"parcela",546,521.80,4.96,1
1900,"parche",550,504.54,4.36,1
1901,"pared",491,483.87,2.20,1
1902,"pareja",492,489.90,3.76,1
1903,"parentesco",633,562.94,4.72,1
1904,"paréntesis",610,559.72,4.24,1
1905,"pariente",568,523.75,3.96,1
1906,"parir",562,490.19,4.24,2
1907,"parlamento",622,546.65,5.52,1
1908,"paro",527,509.34,4.71,1
1909,"parodia",555,535.02,4.46,1
1910,"parque",499,511.54,2.16,1
1911,"parra",539,495.21,4.96,1
1912,"parroquia",578,525.59,4.28,1
1913,"parsimonia",688,572.71,6.26,1
1914,"participar",536,511.63,3.32,1
1915,"partícula",555,525.09,5.54,1
1916,"partir",486,482.84,3.24,2
1917,"pasaporte",589,550.53,5.15,1
1918,"pasar",521,485.78,2.76,2
1919,"pascua",581,507.00,4.76,1
1920,"pasear",548,535.55,2.20,1
1921,"pasión",515,466.10,5.00,1
1922,"pasmo",569,501.94,5.68,1
1923,"pasta",493,498.17,3.20,1
1924,"pastel",502,477.81,2.60,1
1925,"pastor",503,483.58,2.54,1
1926,"pata",512,479.55,2.72,1
1927,"patata",521,492.72,1.85,1
1928,"patio",541,498.45,2.84,1
1929,"pato",479,474.87,1.62,3
1930,"patria",550,519.37,5.15,1
1931,"patrimonio",538,542.27,5.49,1
1932,"patrocinio",658,568.33,6.00,1
1933,"patrón",545,493.12,5.08,1
1934,"patrulla",582,524.33,4.80,1
1935,"pausa",483,482.83,3.40,1
1936,"pavimento",605,546.52,5.19,1
1937,"pavo",512,507.54,3.12,1
1938,"pavor",598,496.88,5.12,1
1939,"payaso",535,496.02,1.92,1
1940,"paz",468,486.87,2.92,1
1941,"pecado",539,498.47,3.61,1
1942,"pecar",536,477.36,4.48,2
1943,"pecho",489,492.30,2.75,1
1944,"pedagogía",616,558.71,6.72,1
1945,"pedazo",515,504.60,2.44,1
1946,"pedir",510,475.75,2.08,2
1947,"pegar",501,499.13,2.20,1
1948,"peine",516,505.00,1.77,1
1949,"pelear",515,501.41,2.84,1
1950,"película",488,500.62,2.40,1
1951,"pelo",484,502.83,1.86,1
1952,"pelota",490,498.81,1.52,1
1953,"peluquero",545,529.98,2.80,1
1954,"pena",507,480.36,3.00,1
1955,"penetrar",539,525.41,5.28,1
1956,"península",569,532.75,3.96,1
1957,"penitencia",634,567.67,5.12,1
1958,"pensar",498,500.69,2.88,2
1959,"penumbra",627,544.12,5.96,1
1960,"peña",496,474.93,4.04,1
1961,"peón",554,479.24,4.22,1
1962,"pepita",596,516.71,3.20,1
1963,"pera",547,478.83,1.96,1
1964,"percha",569,518.42,2.81,1
1965,"percibir",543,506.13,4.96,1
1966,"perder",531,489.72,2.68,1
1967,"pérdida",515,520.06,3.51,1
1968,"peregrino",605,539.94,5.16,1
1969,"pereza",485,514.30,3.81,1
1970,"perfil",515,496.53,4.80,1
1971,"periferia",612,545.42,5.60,1
1972,"peripecia",678,599.29,5.82,1
1973,"perito",569,539.63,5.96,1
1974,"perjuicio",558,538.81,5.94,1
1975,"permanecer",568,556.20,4.36,1
1976,"permitir",522,524.49,4.04,2
1977,"perro",474,500.24,1.23,1
1978,"persiana",589,529.91,3.09,1
1979,"pertenecer",550,533.85,4.00,2
1980,"perversa",594,542.96,5.12,1
1981,"pesadilla",525,527.52,3.20,1
1982,"pesar",532,486.15,3.08,2
1983,"pescar",483,478.48,3.20,2
1984,"pescuezo",626,547.46,4.12,1
1985,"peso",515,505.18,2.94,1
1986,"pestañear",592,547.43,3.40,2
1987,"peste",589,512.04,4.88,1
1988,"petaca",592,525.71,5.44,1
1989,"petate",657,538.75,5.28,1
1990,"petróleo",542,541.82,4.36,1
1991,"pez",503,474.53,1.69,1
1992,"piano",499,500.23,2.21,1
1993,"picaporte",605,533.96,4.36,1
1994,"pico",503,499.31,2.32,1
1995,"pie",481,502.11,1.43,1
1996,"piedra",494,500.00,1.87,1
1997,"piel",477,485.04,2.96,1
1998,"pierna",510,488.73,1.92,1
1999,"pieza",520,479.79,2.44,1
2000,"pila",515,488.79,2.79,1
2001,"piloto",524,473.96,3.76,1
2002,"pinar",551,501.06,4.84,1
2003,"pincel",548,523.24,3.04,1
2004,"pino",529,491.08,3.04,1
2005,"pinta",517,492.38,3.60,1
2006,"pintar",495,475.50,2.40,2
2007,"pipa",541,500.38,2.46,1
2008,"pirámide",538,517.31,3.90,1
2009,"pirata",514,500.17,2.16,1
2010,"pirueta",565,521.61,3.48,1
2011,"pisar",509,495.37,2.36,1
2012,"pista",525,494.25,3.48,1
2013,"pito",532,498.83,2.58,1
2014,"placa",522,466.06,4.48,1
2015,"placer",477,476.38,4.35,1
2016,"plaga",562,477.08,5.12,1
2017,"planchar",513,513.25,2.72,1
2018,"plano",500,494.28,3.44,3
2019,"planta",482,494.02,1.86,1
2020,"plástico",517,510.52,3.32,3
2021,"plata",492,503.61,3.64,1
2022,"plataforma",611,569.86,5.23,1
2023,"playa",500,492.43,2.20,1
2024,"plaza",488,470.10,2.56,1
2025,"plazo",530,489.63,3.91,1
2026,"pleito",672,527.55,5.96,1
2027,"plenitud",581,531.40,5.60,1
2028,"pleno",535,491.23,4.80,3
2029,"plomo",549,490.98,4.48,1
2030,"pluma",485,497.39,3.11,1
2031,"plural",552,506.98,3.36,1
2032,"pluralidad",651,569.45,4.88,1
2033,"pobre",509,506.15,3.04,1
2034,"poder",504,477.52,3.73,2
2035,"poema",487,499.10,3.84,1
2036,"poesía",519,481.31,3.80,1
2037,"poeta",538,496.46,4.00,1
2038,"polémica",544,512.38,5.48,1
2039,"polen",568,509.00,4.04,1
2040,"política",534,517.40,4.26,1
2041,"político",550,511.80,4.64,3
2042,"pollo",462,504.59,1.85,1
2043,"polo",497,494.06,3.16,1
2044,"polvo",486,480.85,3.72,1
2045,"pompa",569,517.74,2.72,1
2046,"poner",492,472.98,2.20,2
2047,"popa",629,508.82,5.48,1
2048,"porcelana",593,546.72,4.24,1
2049,"porcentaje",563,542.96,4.43,1
2050,"porche",590,513.45,4.84,1
2051,"portador",551,514.36,5.04,1
2052,"portavoz",584,516.64,4.97,1
2053,"poseer",530,496.83,3.96,1
2054,"posesión",586,542.09,4.92,1
2055,"postre",497,493.17,2.40,1
2056,"postura",501,495.63,4.12,1
2057,"potencia",540,504.83,4.71,1
2058,"pozo",514,478.66,2.29,1
2059,"práctica",551,520.50,4.28,1
2060,"practicar",532,527.30,3.72,1
2061,"práctico",563,525.78,4.32,3
2062,"prado",533,518.79,1.86,1
2063,"precaución",609,531.19,4.24,1
2064,"precepto",624,600.12,6.51,1
2065,"precio",490,488.02,2.94,1
2066,"precipicio",628,562.49,4.42,1
2067,"precisar",520,539.77,4.92,1
2068,"precisión",548,543.53,4.76,1
2069,"precursor",600,554.40,5.80,1
2070,"preferir",499,526.86,3.12,2
2071,"premio",500,498.69,3.04,1
2072,"prenda",525,478.90,3.12,1
2073,"prensa",548,490.88,3.96,1
2074,"presa",532,475.08,4.44,1
2075,"presagio",650,520.65,5.91,1
2076,"presencia",558,535.00,4.52,1
2077,"presenciar",592,549.31,4.72,1
2078,"presentar",531,523.08,4.00,2
2079,"preservar",581,546.35,5.16,1
2080,"preso",536,490.33,3.66,1
2081,"prestigio",570,524.07,5.43,1
2082,"presumir",503,502.70,3.68,2
2083,"pretender",565,533.52,5.04,2
2084,"pretensión",649,565.69,6.40,1
2085,"pretérito",679,593.27,5.32,1
2086,"prever",567,505.81,5.32,1
2087,"prima",481,474.92,2.44,1
2088,"primavera",523,503.35,2.69,1
2089,"primo",502,487.15,2.48,3
2090,"princesa",517,511.89,1.92,1
2091,"príncipe",549,518.68,2.52,1
2092,"principio",530,541.34,3.30,1
2093,"prior",623,512.53,6.54,1
2094,"prioridad",571,531.08,5.45,1
2095,"prisa",521,492.27,3.40,1
2096,"prisión",531,497.41,3.56,1
2097,"privilegio",562,535.17,4.54,1
2098,"proa",644,516.32,4.92,1
2099,"probar",504,485.96,2.36,1
2100,"problema",519,513.31,3.84,1
2101,"proceder",533,523.86,4.84,1
2102,"procesión",568,532.98,4.38,1
2103,"proclamar",587,563.17,5.28,1
2104,"prodigio",621,523.00,6.40,1
2105,"producir",545,510.50,4.56,2
2106,"producto",521,494.30,4.56,1
2107,"profecía",626,534.24,5.76,1
2108,"profesor",511,509.32,2.20,1
2109,"progenie",624,584.74,6.63,1
2110,"programa",522,524.46,3.84,1
2111,"prohibir",539,521.92,3.24,2
2112,"prójimo",569,524.67,4.60,1
2113,"prole",652,514.78,5.88,1
2114,"prólogo",567,529.94,5.96,1
2115,"prolongar",555,529.15,4.76,1
2116,"pronunciar",575,534.38,3.52,1
2117,"propiciar",610,571.68,5.88,1
2118,"propiedad",516,504.22,4.62,1
2119,"proporción",606,521.26,4.74,1
2120,"propósito",527,521.90,4.97,1
2121,"prosa",584,491.02,4.76,1
2122,"prosperar",598,548.52,5.80,1
2123,"proteger",529,515.38,4.24,1
2124,"prótesis",542,544.34,5.64,1
2125,"protestar",529,529.75,3.52,1
2126,"protocolo",604,528.25,5.83,1
2127,"protón",562,517.90,6.43,1
2128,"provecho",555,528.08,4.94,1
2129,"provincia",528,507.86,4.96,1
2130,"provocar",527,505.00,4.24,2
2131,"proyectil",600,532.35,4.70,1
2132,"publicar",508,532.42,4.36,1
2133,"publicidad",527,514.80,3.65,1
2134,"pudor",545,496.67,5.60,1
2135,"pueblo",488,494.62,2.12,1
2136,"puente",500,483.53,2.50,1
2137,"puerta",498,486.63,1.88,1
2138,"puerto",503,505.11,3.28,1
2139,"pulmón",488,483.48,3.03,1
2140,"pulso",512,488.98,4.36,1
2141,"punto",507,467.84,3.00,1
2142,"puño",503,490.85,2.29,1
2143,"pupila",528,518.74,4.32,1
2144,"purgatorio",639,581.58,6.06,1
2145,"quedar",515,477.36,3.08,2
2146,"quehacer",602,584.26,5.76,1
2147,"quemar",512,513.58,2.48,2
2148,"querencia",583,550.08,6.51,1
2149,"querer",534,500.86,2.16,2
2150,"queso",487,489.65,1.93,1
2151,"quicio",564,511.16,5.46,1
2152,"quirófano",556,562.17,5.64,1
2153,"quitar",512,519.20,2.88,2
2154,"rabia",536,494.79,3.88,1
2155,"rabo",516,511.71,2.20,1
2156,"ración",583,520.20,5.00,1
2157,"radio",509,512.08,2.15,1
2158,"raíz",514,491.75,3.54,1
2159,"rama",493,519.51,2.46,1
2160,"ramo",535,518.94,3.09,1
2161,"rana",506,510.28,2.46,1
2162,"rancho",565,521.04,4.58,1
2163,"rango",587,510.55,5.86,1
2164,"ranura",602,519.14,4.32,1
2165,"rapaz",585,507.62,4.32,1
2166,"rápido",494,507.19,3.16,3
2167,"rapto",549,525.30,4.68,1
2168,"rastrear",595,566.75,4.68,1
2169,"rastro",523,510.80,3.97,1
2170,"rato",518,517.12,3.48,1
2171,"ratón",494,510.10,1.69,1
2172,"rayo",500,522.56,2.54,1
2173,"raza",521,511.88,4.15,1
2174,"razón",479,503.13,3.46,1
2175,"razonar",551,555.40,4.68,1
2176,"realidad",519,548.31,3.54,1
2177,"rebaño",555,522.96,3.27,1
2178,"recado",582,523.36,3.36,1
2179,"receta",545,524.40,3.85,1
2180,"rechazar",495,533.85,4.12,2
2181,"recipiente",601,566.58,4.04,1
2182,"recodo",668,544.44,5.60,1
2183,"recoger",530,505.29,2.40,1
2184,"recomendar",558,546.63,4.52,2
2185,"reconocer",560,545.12,3.92,1
2186,"récord",525,520.42,4.00,1
2187,"recordar",534,527.44,3.32,1
2188,"recrear",544,557.56,5.36,1
2189,"recta",537,518.34,2.88,1
2190,"recto",541,543.72,3.16,1
2191,"rector",561,521.12,6.08,1
2192,"recuerdo",551,519.08,3.56,1
2193,"recuperar",535,548.96,4.28,1
2194,"recurrir",567,519.84,5.20,1
2195,"red",520,516.42,3.54,1
2196,"redactar",553,538.30,4.84,1
2197,"referencia",613,562.38,5.24,1
2198,"reflexión",555,563.74,5.06,1
2199,"refrán",570,526.00,4.48,1
2200,"regazo",543,527.65,4.44,1
2201,"región",522,519.22,4.92,1
2202,"regla",489,518.75,2.96,1
2203,"reglamento",589,578.23,4.88,1
2204,"regresión",566,554.98,6.33,1
2205,"rehacer",569,567.80,4.92,1
2206,"reina",506,521.79,2.18,1
2207,"reino",541,520.02,2.92,1
2208,"reír",522,505.43,1.80,1
2209,"reja",570,504.68,3.56,1
2210,"relación",529,527.06,4.88,1
2211,"relacionar",565,565.08,3.84,1
2212,"relámpago",562,556.94,3.08,1
2213,"relato",531,535.37,4.12,1
2214,"relieve",554,539.38,4.48,1
