id,palabra,tiempo_tdl,tiempo_naming,edad_de_adquisicion_m,categoria_palabra
2215,"religión",515,528.75,3.16,1
2216,"reliquia",606,552.12,4.96,1
2217,"reloj",525,485.40,2.18,1
2218,"remolino",567,552.70,3.69,1
2219,"rencor",587,512.00,4.78,1
2220,"rendir",548,496.92,4.20,1
2221,"renegar",616,556.37,5.40,2
2222,"renta",569,533.89,5.96,1
2223,"renunciar",533,516.19,4.36,1
2224,"reojo",597,547.73,4.20,1
2225,"repertorio",627,546.13,5.06,1
2226,"repetir",506,507.89,2.92,1
2227,"repisa",611,522.58,5.16,1
2228,"reportaje",510,530.72,4.96,1
2229,"reptil",526,508.24,3.68,1
2230,"república",549,534.96,5.79,1
2231,"repulsión",569,549.30,5.71,1
2232,"reputación",602,558.63,5.63,1
2233,"res",622,508.35,6.32,1
2234,"rescatar",551,542.60,4.48,1
2235,"resistir",535,530.09,4.56,1
2236,"resolver",529,518.31,3.80,1
2237,"resonancia",619,568.57,6.21,1
2238,"respaldo",568,555.06,5.12,1
2239,"respetar",556,550.37,3.36,1
2240,"respirar",528,529.14,2.64,1
2241,"responder",522,526.85,3.20,1
2242,"respuesta",508,511.22,3.04,1
2243,"resucitar",602,524.24,4.16,1
2244,"resuello",548,568.46,6.70,1
2245,"resultar",523,535.48,4.80,2
2246,"retina",563,524.94,5.38,1
2247,"reto",531,489.41,4.66,1
2248,"reverencia",616,586.13,4.46,1
2249,"reverendo",638,562.10,5.44,1
2250,"revés",538,512.88,4.31,1
2251,"revisar",528,517.19,4.36,1
2252,"revólver",546,566.80,5.44,1
2253,"rey",482,506.39,2.50,1
2254,"rezar",533,517.33,3.28,1
2255,"ría",561,521.47,4.00,1
2256,"ribera",606,573.16,5.52,1
2257,"rictus",539,557.73,6.83,1
2258,"ridículo",570,567.47,4.04,1
2259,"rienda",614,527.58,5.80,1
2260,"riesgo",533,507.30,4.28,1
2261,"rigor",538,529.17,5.49,1
2262,"rincón",535,521.65,3.08,1
2263,"riñón",589,516.71,4.88,1
2264,"río",492,523.77,2.16,1
2265,"risa",501,517.50,2.36,1
2266,"ritmo",550,519.08,4.16,1
2267,"rito",549,507.81,5.48,1
2268,"ritual",555,505.60,5.00,1
2269,"rival",536,507.84,3.76,1
2270,"robar",481,500.65,3.56,1
2271,"roble",546,526.30,3.28,1
2272,"robot",511,502.35,2.86,1
2273,"roca",493,503.35,2.40,1
2274,"rocío",517,493.83,4.12,1
2275,"rodar",507,510.38,3.16,1
2276,"rojo",488,495.75,2.08,3
2277,"rollo",514,498.56,3.80,1
2278,"romántico",529,544.80,4.12,3
2279,"romper",529,510.89,2.25,2
2280,"ron",574,495.42,5.84,1
2281,"ronquido",607,577.63,3.92,1
2282,"ropa",470,521.11,2.08,1
2283,"rosal",534,516.85,3.54,1
2284,"rosario",525,533.79,4.39,1
2285,"rostro",507,518.57,3.52,1
2286,"rótulo",565,525.65,5.00,1
2287,"rubio",488,514.66,2.24,3
2288,"rueda",508,505.60,2.12,1
2289,"ruego",553,526.47,5.80,1
2290,"rugido",561,529.55,3.08,1
2291,"ruido",496,516.39,2.36,1
2292,"ruina",535,506.45,4.36,1
2293,"rumbo",511,507.66,4.68,3
2294,"rumor",504,499.55,4.27,1
2295,"ruta",470,514.13,4.60,1
2296,"rutina",531,510.46,4.88,1
2297,"sábado",486,492.50,2.42,1
2298,"sábana",495,485.06,2.32,1
2299,"saber",485,474.69,2.76,2
2300,"sabiduría",566,515.28,4.92,1
2301,"sabio",491,471.92,4.16,3
2302,"sable",605,481.79,4.48,1
2303,"sabor",490,466.92,2.92,1
2304,"sacar",522,468.88,2.36,2
2305,"sacerdote",541,518.83,3.76,1
2306,"saciedad",549,527.08,5.52,1
2307,"saco",500,459.60,2.54,1
2308,"sacramento",568,511.85,4.44,1
2309,"sacrificar",554,540.45,5.00,1
2310,"sacrificio",563,519.98,5.92,1
2311,"sacristán",581,550.77,5.32,1
2312,"sacristía",605,559.43,5.15,1
2313,"sal",491,493.49,2.40,1
2314,"sala",505,461.89,3.24,1
2315,"saldo",509,469.65,5.36,1
2316,"salir",496,474.44,2.52,2
2317,"saliva",558,492.10,2.68,1
2318,"salsa",496,477.69,2.73,1
2319,"saltar",490,476.00,2.16,1
2320,"salud",479,460.93,3.56,1
2321,"salvar",498,465.72,2.96,2
2322,"sanatorio",575,525.44,4.84,1
2323,"sangre",481,486.15,2.21,1
2324,"sanitario",559,499.90,4.80,3
2325,"santo",488,483.43,3.72,3
2326,"santuario",575,520.37,5.08,1
2327,"sapo",512,492.00,2.54,1
2328,"sarcasmo",606,536.21,5.94,1
2329,"sargento",588,529.63,4.52,1
2330,"sarmiento",617,551.67,6.57,1
2331,"sartén",530,492.08,2.58,1
2332,"sastre",562,498.90,4.92,1
2333,"satélite",558,523.57,4.64,1
2334,"sátira",599,497.31,6.84,1
2335,"satisfacer",571,518.73,4.64,1
2336,"sauna",573,479.65,5.40,1
2337,"sazón",571,520.14,6.23,1
2338,"secar",536,468.26,2.32,2
2339,"secretario",562,526.35,4.24,3
2340,"secreto",517,480.06,3.06,3
2341,"sector",500,491.72,4.43,1
2342,"secuencia",563,548.10,5.18,1
2343,"sed",537,461.76,1.96,1
2344,"seda",543,459.65,3.92,1
2345,"sede",609,477.15,5.39,1
2346,"sedimento",626,551.75,6.24,1
2347,"segmento",604,524.57,5.92,1
2348,"seguir",473,492.52,3.24,2
2349,"segundo",484,508.42,2.96,3
2350,"seguridad",528,489.92,3.77,1
2351,"seguro",523,470.19,3.48,3
2352,"selección",515,510.77,5.16,1
2353,"selva",507,476.54,2.88,1
2354,"semana",524,476.15,2.35,1
2355,"semblante",624,540.75,5.84,1
2356,"sembrar",566,507.04,4.16,1
2357,"semejante",558,523.02,4.68,1
2358,"semilla",539,498.12,3.04,1
2359,"seminario",535,512.11,5.60,1
2360,"senda",573,499.38,4.44,1
2361,"seno",557,479.06,4.58,1
2362,"sensación",517,511.92,4.88,1
2363,"sentar",541,481.23,1.88,2
2364,"sentencia",621,534.26,5.32,1
2365,"sentir",514,457.29,3.04,2
2366,"seña",540,480.94,4.92,1
2367,"señal",485,474.06,3.40,1
2368,"señor",518,474.23,2.64,1
2369,"separar",487,512.40,3.60,2
2370,"septiembre",538,528.37,2.35,1
2371,"sepulcro",599,520.16,5.15,1
2372,"sequía",564,491.69,4.81,1
2373,"sereno",545,485.00,4.96,3
2374,"serie",495,478.20,3.17,1
2375,"sermón",616,479.93,4.84,1
2376,"serpiente",548,522.26,2.04,1
2377,"servidora",607,523.72,5.44,1
2378,"servilleta",557,513.36,2.20,1
2379,"servir",477,469.92,3.60,1
2380,"seudónimo",633,549.02,6.11,1
2381,"sexo",478,500.81,5.60,1
2382,"sien",635,485.23,5.20,1
2383,"sierra",491,477.24,3.49,1
2384,"siesta",535,502.67,2.40,1
2385,"sigilo",578,502.48,5.69,1
2386,"siglo",495,471.14,3.86,1
2387,"significar",540,529.22,4.12,2
2388,"signo",492,496.41,3.56,1
2389,"silencio",495,511.60,2.12,1
2390,"silla",478,480.23,1.31,1
2391,"silueta",557,499.73,3.76,1
2392,"simetría",573,524.69,5.44,1
2393,"similitud",602,519.13,5.44,1
2394,"simpatía",502,511.20,4.00,1
2395,"simulacro",682,540.79,4.65,1
2396,"sinceridad",583,515.00,4.17,1
2397,"sindicato",628,544.84,5.76,1
2398,"síndrome",563,523.85,5.60,1
2399,"sinfonía",566,514.50,4.64,1
2400,"singular",539,492.60,3.72,1
2401,"siniestro",572,541.28,5.32,3
2402,"sinónimo",567,526.69,4.36,1
2403,"sintaxis",568,544.13,5.09,1
2404,"síntesis",560,525.23,5.34,1
2405,"sintetizar",656,517.47,5.64,1
2406,"sirena",512,474.19,2.46,1
2407,"situar",531,476.94,4.04,1
2408,"soberano",552,498.96,5.36,1
2409,"soberbia",594,526.71,5.64,1
2410,"socialismo",657,576.50,6.06,1
2411,"sociedad",499,521.14,5.28,1
2412,"socio",505,463.17,5.44,1
2413,"soda",526,451.32,5.12,1
2414,"sofá",498,457.92,2.41,1
2415,"soga",574,447.89,5.23,1
2416,"sol",485,440.55,1.60,1
2417,"solapa",571,471.46,5.04,1
2418,"soledad",534,497.55,4.84,1
2419,"solicitud",518,486.90,5.23,1
2420,"sólido",500,462.39,4.16,3
2421,"solitario",518,496.11,3.76,1
2422,"soltar",505,460.91,2.08,1
2423,"solución",539,487.85,4.12,1
2424,"solucionar",536,514.92,4.24,1
2425,"soneto",579,473.78,5.62,1
2426,"sonido",485,457.63,2.36,1
2427,"soñar",474,459.56,2.56,1
2428,"sopa",476,454.00,2.16,1
2429,"sopor",593,472.65,5.77,1
2430,"soportar",566,485.74,3.80,1
2431,"sordo",503,456.26,3.12,1
2432,"sortear",564,516.60,4.76,2
2433,"sospechar",539,522.11,4.44,2
2434,"sostener",549,502.31,4.44,1
2435,"sotana",603,487.18,4.88,1
2436,"sótano",575,453.12,4.08,1
2437,"subir",496,475.83,2.12,2
2438,"suburbio",666,539.52,6.12,1
2439,"suceder",542,521.96,4.32,2
2440,"suceso",546,492.79,4.44,1
2441,"suciedad",555,498.40,3.36,1
2442,"sucursal",668,550.67,5.80,1
2443,"sudar",532,466.16,3.04,1
2444,"sudor",510,445.70,3.52,1
2445,"suegra",533,482.06,4.56,1
2446,"sueldo",515,482.06,4.92,1
2447,"suelo",501,465.62,2.17,1
2448,"sueño",477,457.52,2.40,1
2449,"suero",574,453.35,4.68,1
2450,"suerte",486,453.27,3.11,1
2451,"sugerencia",561,511.31,4.84,1
2452,"sugerir",534,504.87,5.04,1
2453,"suicidio",520,516.55,4.84,1
2454,"sujetar",523,495.33,3.20,1
2455,"sultán",560,492.77,5.28,1
2456,"suma",522,459.74,2.64,1
2457,"sumar",485,450.15,2.80,2
2458,"superficie",523,530.62,5.08,1
2459,"superior",511,498.53,4.32,1
2460,"suplemento",544,512.00,5.30,1
2461,"suplicio",559,518.70,5.71,1
2462,"suplir",538,463.98,5.72,1
2463,"suponer",547,508.17,4.56,2
2464,"supremo",521,508.67,5.20,3
2465,"suprimir",545,489.70,5.20,1
2466,"sur",532,452.15,3.36,1
2467,"surco",579,466.92,4.92,1
2468,"suscitar",618,509.00,5.96,1
2469,"suspender",518,498.17,3.68,1
2470,"suspenso",518,505.96,3.56,1
2471,"sustancia",517,517.71,4.96,1
2472,"sustantivo",573,511.78,3.89,0
2473,"sustento",583,527.65,5.12,1
2474,"sustituir",550,503.57,4.28,1
2475,"susto",540,454.78,2.40,1
2476,"sustrato",613,529.38,5.83,1
2477,"susurro",583,517.12,3.16,1
2478,"tabaco",516,492.43,4.00,1
2479,"tabique",596,525.75,4.48,1
2480,"tabla",519,488.49,2.70,1
2481,"tablero",542,523.35,3.52,1
2482,"tabú",506,499.75,5.73,1
2483,"taburete",621,533.74,3.09,1
2484,"tachar",608,535.96,3.00,2
2485,"taco",557,508.94,4.31,1
2486,"tacto",554,509.83,4.20,1
2487,"talante",602,543.28,6.06,1
2488,"taller",515,518.79,3.56,1
2489,"tambor",558,502.96,2.50,1
2490,"tango",523,524.63,4.52,1
2491,"tanque",575,518.57,3.57,1
2492,"tapa",509,503.25,3.24,1
2493,"tapete",589,514.29,3.94,1
2494,"tapia",550,522.15,5.28,1
2495,"tapiz",555,513.57,6.16,1
2496,"tapón",505,509.10,2.64,1
2497,"tardar",558,495.94,3.12,1
2498,"tarde",501,499.60,2.84,1
2499,"tarea",519,502.88,3.58,1
2500,"tarima",610,538.94,5.20,1
2501,"tarta",496,499.37,1.54,1
2502,"taxi",533,490.35,3.32,1
2503,"taza",517,507.92,2.00,1
2504,"teatro",513,499.63,3.72,1
2505,"techo",511,514.57,2.88,1
2506,"tecla",512,517.27,4.00,1
2507,"técnico",527,542.87,5.12,1
2508,"tecnología",550,552.21,5.36,1
2509,"tedio",552,519.85,6.69,1
2510,"tejer",552,495.38,4.00,1
2511,"tela",523,504.66,3.42,1
2512,"tele",505,496.96,2.24,1
2513,"tema",508,495.40,3.88,1
2514,"temer",554,495.27,3.92,2
2515,"temerario",643,581.90,5.52,1
2516,"temor",499,499.69,4.32,1
2517,"tempestad",572,547.29,4.48,1
2518,"templo",539,502.67,4.32,1
2519,"temporada",557,521.19,4.09,1
2520,"temporal",518,506.65,4.84,1
2521,"tender",548,505.02,3.64,1
2522,"tenedor",575,534.40,2.02,1
2523,"tener",500,497.19,2.24,2
2524,"tenis",511,509.16,3.12,1
2525,"tenor",593,501.69,5.42,1
2526,"tensión",549,499.59,4.69,1
2527,"tentativa",618,557.25,5.88,1
2528,"teología",583,558.42,6.21,1
2529,"teorema",654,617.40,5.60,1
2530,"teoría",500,517.94,4.80,1
2531,"terminal",552,520.35,4.92,1
2532,"terminar",551,526.30,3.16,2
2533,"término",541,514.13,4.71,1
2534,"ternura",533,511.17,3.96,1
2535,"terreno",496,525.22,3.92,1
2536,"territorio",532,528.49,4.24,1
2537,"terror",497,497.68,3.92,1
2538,"terrorismo",556,570.83,5.72,1
2539,"tertulia",612,558.31,5.00,1
2540,"tesis",541,526.48,5.66,1
2541,"tesitura",677,573.25,6.24,1
2542,"tesón",524,536.73,6.14,1
2543,"tesoro",551,515.87,2.39,1
2544,"test",526,509.15,4.50,1
2545,"testamento",617,570.38,5.52,1
2546,"testimonio",591,532.60,5.27,1
2547,"textura",560,533.36,4.28,1
2548,"tez",622,516.23,5.08,1
2549,"tic",566,512.06,4.84,1
2550,"tiempo",475,503.51,2.66,1
2551,"tienda",487,513.12,2.62,1
2552,"tierra",476,512.75,2.56,1
2553,"tigre",490,504.29,2.27,1
2554,"timbre",513,515.54,2.76,1
2555,"timo",568,517.72,5.28,1
2556,"timón",562,510.96,4.59,1
2557,"tinglado",549,608.97,5.58,1
2558,"tiniebla",588,567.13,3.68,1
2559,"tinta",541,525.34,6.06,1
2560,"tinto",544,500.62,4.68,3
2561,"tío",516,514.08,2.16,1
2562,"tipo",527,495.96,3.43,1
2563,"tiranía",593,560.04,6.44,1
2564,"tirano",584,521.38,5.36,1
2565,"tirar",525,500.63,2.16,2
2566,"titular",569,530.35,5.00,1
2567,"título",561,506.00,3.44,1
2568,"toalla",528,504.84,6.70,1
2569,"tocar",502,485.15,1.92,2
2570,"toldo",564,521.04,3.97,1
2571,"tomate",489,494.86,1.85,1
2572,"tomo",534,497.00,4.72,1
2573,"tono",543,485.98,4.16,1
2574,"tope",530,483.18,4.80,1
2575,"tópico",563,493.60,5.40,1
2576,"tórax",644,534.17,5.36,1
2577,"torbellino",587,554.27,4.44,1
2578,"tormenta",545,537.68,2.60,1
2579,"tormento",549,518.26,6.24,1
2580,"torno",543,497.82,4.36,1
2581,"toro",518,486.93,5.52,1
2582,"torre",510,487.83,2.96,1
2583,"torrente",512,505.08,5.16,1
2584,"torso",535,502.47,4.80,1
2585,"torta",565,505.12,2.80,1
2586,"tortuga",518,505.88,1.83,1
2587,"tos",544,472.76,2.48,1
2588,"total",486,470.93,3.27,1
2589,"trabajar",503,490.65,2.64,2
2590,"tradición",558,542.80,4.26,1
2591,"traducir",533,519.31,4.32,1
2592,"traer",556,496.56,2.92,2
2593,"tragedia",580,534.69,5.36,1
2594,"traición",551,523.37,4.89,1
2595,"traidor",546,525.70,4.32,1
2596,"traje",518,492.54,3.96,1
2597,"trámite",621,554.37,5.66,1
2598,"trampa",552,508.80,3.84,1
2599,"trance",595,512.37,5.76,1
2600,"transición",618,563.44,6.21,1
2601,"transistor",624,563.90,5.68,1
2602,"transmitir",556,554.10,4.80,1
2603,"tranvía",600,527.25,4.20,1
2604,"trapo",529,518.68,2.92,1
2605,"trasfondo",644,560.80,6.11,1
2606,"tratado",607,550.11,5.23,1
2607,"tratar",507,523.19,3.96,2
2608,"trauma",563,520.07,5.16,1
2609,"trayecto",535,530.38,5.24,1
2610,"trazar",511,497.40,4.32,2
2611,"trecho",562,510.77,5.37,1
2612,"tregua",600,516.35,5.79,1
2613,"tren",496,490.50,2.46,1
2614,"trenza",564,498.26,2.57,1
2615,"trepar",535,506.17,3.84,1
2616,"tribu",571,521.24,4.44,1
2617,"tribuna",545,544.60,5.69,1
2618,"tribunal",532,539.42,4.72,1
2619,"trigo",505,512.21,3.30,1
2620,"tripa",533,502.82,2.46,1
2621,"triunfar",555,530.72,4.52,1
2622,"trofeo",567,515.04,3.56,1
2623,"trompeta",562,538.22,3.27,1
2624,"tronco",500,495.09,2.46,1
2625,"trono",524,481.29,3.76,1
2626,"tropa",523,511.88,4.92,1
2627,"tropezar",520,533.06,2.64,1
2628,"trozo",551,487.67,3.16,1
2629,"truco",547,505.87,3.44,1
2630,"tubo",521,486.29,2.68,1
2631,"tuerto",604,503.02,4.36,1
2632,"tufo",569,510.02,4.64,1
2633,"tumor",499,512.64,5.91,1
2634,"tumulto",642,563.54,6.32,1
2635,"túnel",503,511.04,2.59,1
2636,"túnica",529,516.25,4.56,1
2637,"turba",623,505.33,5.64,1
2638,"turismo",535,510.81,4.64,1
2639,"turno",533,493.45,3.96,1
2640,"umbral",537,508.26,6.19,1
2641,"unidad",513,497.92,3.88,1
2642,"unión",568,502.35,4.00,1
2643,"unir",526,493.02,3.44,2
2644,"universo",526,529.26,3.88,1
2645,"uña",524,497.66,2.38,1
2646,"uranio",623,522.58,6.00,1
2647,"urbanidad",604,570.41,5.36,1
2648,"urbanismo",603,565.83,5.20,1
2649,"urbano",521,517.25,4.20,3
2650,"urraca",598,527.85,3.76,1
2651,"usar",497,486.67,2.48,1
2652,"uso",514,475.29,2.71,1
2653,"útil",519,479.69,3.84,1
2654,"utilizar",552,518.30,3.24,2
2655,"utopía",620,536.44,6.51,1
2656,"vaca",477,490.79,1.35,1
2657,"vaciar",530,507.73,3.28,2
2658,"vacilar",553,518.34,4.92,2
2659,"vacío",494,486.71,3.04,1
2660,"vagabundo",580,539.43,4.22,1
2661,"vagón",556,500.80,3.26,1
2662,"vaho",580,526.61,4.27,1
2663,"vaina",619,525.68,5.48,1
2664,"vale",505,504.43,2.20,1
2665,"valer",563,484.11,3.44,2
2666,"valla",552,501.92,3.38,1
2667,"valle",511,480.96,3.65,1
2668,"valor",491,489.17,3.67,1
2669,"valorar",539,509.21,4.48,1
2670,"vals",727,513.83,4.84,1
2671,"vampiro",556,543.06,3.23,1
2672,"vapor",542,501.74,3.73,1
2673,"vaquero",534,515.23,3.23,3
2674,"vara",567,516.50,4.64,1
2675,"variar",543,503.81,4.36,1
2676,"varón",533,497.30,3.72,1
2677,"vasija",597,534.19,4.12,1
2678,"vaso",566,482.23,1.43,1
2679,"vehículo",518,532.91,3.20,1
2680,"velo",553,496.21,3.77,1
2681,"velocidad",506,524.98,4.38,1
2682,"vena",529,500.65,4.32,1
2683,"vencedor",543,555.63,3.84,1
2684,"vencer",520,516.37,3.44,2
2685,"vender",508,495.20,3.08,1
2686,"veneno",546,506.49,3.72,1
2687,"venganza",531,533.81,4.34,1
2688,"venir",500,494.50,2.40,2
2689,"venta",501,484.02,3.80,1
2690,"ventana",519,510.38,1.82,1
2691,"ventilador",556,517.54,3.96,1
2692,"ver",520,503.13,1.92,2
2693,"vera",547,506.36,5.80,1
2694,"verano",509,493.74,2.52,1
2695,"verbena",580,546.15,4.23,1
2696,"verbo",529,513.24,3.48,0
2697,"verdad",523,489.12,2.60,1
2698,"verdugo",568,511.36,5.26,1
2699,"vergüenza",538,522.91,2.77,1
2700,"verificar",574,539.06,5.44,1
2701,"verja",599,489.31,3.71,1
2702,"versión",524,493.21,4.74,1
2703,"verso",517,495.96,5.04,3
2704,"vertical",528,508.82,4.24,1
2705,"vértice",532,524.18,5.64,1
2706,"vértigo",544,516.71,4.81,1
2707,"vestíbulo",559,527.84,4.73,1
2708,"vestir",496,475.25,1.80,2
2709,"vez",517,479.65,2.37,1
2710,"vía",518,506.08,3.60,1
2711,"viajar",483,501.30,3.04,1
2712,"viaje",466,485.59,2.85,1
2713,"vicio",505,504.02,5.16,1
2714,"víctima",497,525.04,4.65,1
2715,"victoria",510,539.19,3.48,1
2716,"vida",503,491.59,2.84,1
2717,"vídeo",502,510.06,3.00,1
2718,"vidriera",613,564.98,4.85,1
2719,"vidrio",569,521.00,4.12,1
2720,"viejo",468,480.00,2.56,3
2721,"viento",508,487.06,2.40,1
2722,"vientre",549,512.73,3.42,1
2723,"viernes",513,526.41,2.56,1
2724,"viga",573,495.70,5.00,1
2725,"vigilancia",604,541.44,4.08,1
2726,"vigilia",538,529.76,5.48,1
2727,"vigor",546,497.38,6.09,1
2728,"vil",583,504.40,5.92,1
2729,"villa",559,508.60,4.27,1
2730,"vínculo",525,526.06,5.15,1
2731,"vino",532,487.63,4.16,1
2732,"violencia",525,512.60,3.96,1
2733,"virgen",497,502.38,3.64,1
2734,"virtud",517,495.04,4.58,1
2735,"viruela",610,541.62,5.52,1
2736,"visitar",510,496.40,3.00,1
2737,"víspera",563,543.51,5.27,1
2738,"vitrina",662,544.47,5.20,1
2739,"viuda",527,509.81,4.52,1
2740,"vivienda",532,510.21,4.56,1
2741,"vivir",451,483.32,2.20,2
2742,"vocablo",588,550.06,5.23,1
2743,"vocación",627,554.42,4.94,1
2744,"volumen",487,521.31,3.96,1
2745,"voluntad",492,517.42,4.68,1
2746,"voluntario",506,537.90,4.32,3
2747,"volver",490,502.23,2.48,2
2748,"vomitar",543,537.20,2.60,1
2749,"vorágine",704,575.02,6.52,1
2750,"votar",513,488.79,3.72,1
2751,"voto",544,500.12,5.32,1
2752,"voz",481,475.32,2.16,1
2753,"yanqui",557,531.04,5.52,1
2754,"yate",639,526.17,4.62,1
2755,"yegua",572,518.18,3.28,1
2756,"yema",544,523.91,3.72,1
2757,"yerba",581,520.80,3.73,1
2758,"yerma",618,510.75,6.12,1
2759,"yeso",544,513.91,4.92,1
2760,"zaguán",598,546.89,6.27,1
2761,"zanahoria",570,562.10,2.54,1
2762,"zapato",498,490.19,1.72,1
2763,"zombi",618,507.30,3.72,1
2764,"zorro",508,507.92,2.81,3
2765,"zumo",486,478.85,2.54,1
